nct_id,url,brief_title,official_title,overall_status,study_type,phase,primary_purpose,category,participant_stage,enrollment,lead_sponsor,interventions,conditions,countries,has_us_site,country_count,location_count,multinational,has_public_locations,study_first_post_date,last_update_post_date,start_date,primary_completion_date,completion_date,primary_outcomes,excluded_reason
NCT07027072,https://clinicaltrials.gov/study/NCT07027072,Study to Evaluate the Efficacy and Safety of KDS2010 in Patients With Alzheimer's Disease With Mild Cognitive Impairment and Mild Dementia Due to Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled, Dose-Finding, Phase 2a Clinical Trial to Evaluate the Efficacy and Safety of KDS2010 in Patients With Alzheimer's Disease With Mild Cognitive Impairment and Mild Dementia Due to Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,114,"NeuroBiogen Co., Ltd",KDS2010; Placebo,Mild Cognitive Impairment (MCI); Mild Dementia; Alzheimer&#39;s Disease,South Korea,False,1,8,False,True,2025-06-18,2026-06-22,2025-08-06,2027-06-30,2027-12-31,Change from Baseline in Clinical Dementia Rating - Sum of Boxes (CDR-SB) score; Time to ≥0.5-point increase in CDR-SB; Change from Baseline in Mini-Mental State Examination (MMSE) score,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07033494,https://clinicaltrials.gov/study/NCT07033494,A Clinical Study of MK-2214 in People With Early Alzheimer's Disease (MK-2214-004),"A Phase 2 Randomized, Placebo-Controlled, Double-Blind, Parallel-Group Study to Evaluate the Efficacy and Safety of MK-2214 in Participants With Early Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,340,Merck Sharp & Dohme LLC,MK-2214; Placebo,Early Alzheimer's Disease,Argentina; Australia; Belgium; Canada; Japan; Netherlands; Singapore; South Korea; Spain; United Kingdom; United States,True,11,79,True,True,2025-06-24,2026-07-06,2025-07-16,2029-04-30,2029-04-30,Change from Baseline in Tau PET Standardized Uptake Value Ratio (SUVr); Number of Participants Who Experience One or More Adverse Events (AEs); Number of Participants Who Discontinue Study Intervention Due to an AE,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07054385,https://clinicaltrials.gov/study/NCT07054385,I-CARE Rural Pilot: Intervention for Rural-Dwelling Dementia Caregivers,I-CARE-Rural Pilot: Remote Digital Intervention for Rural-Dwelling Dementia Caregivers,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,60,Richard Holden,Brain CareNotes; Dementia Guide Expert,Caregiver Burden; Alzheimer Disease,United States,True,1,1,False,True,2025-07-08,2026-06-26,2025-07-01,2026-07-01,2026-07-01,App Usability; App Acceptability,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07094516,https://clinicaltrials.gov/study/NCT07094516,A Clinical Trial to Learn About the Effects of VHB937 in People With Early Alzheimer's Disease,"A Randomized, Placebo-controlled, Parallel Group, 72-week Study to Evaluate the Efficacy and Safety of VHB937 in Participants With Early Alzheimer's Disease Followed by an Extension",RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,407,Novartis Pharmaceuticals,VHB937; VHB937; Placebo,Alzheimer's Disease,Australia; Canada; China; Czechia; France; Germany; Italy; Japan; Netherlands; Poland; South Korea; Spain; Sweden; United Kingdom; United States,True,15,74,True,True,2025-07-30,2026-06-26,2025-08-07,2028-09-14,2030-12-31,Change from Baseline in the Clinical Dementia Rating scale - Sum of Boxes (CDR-SB),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07099053,https://clinicaltrials.gov/study/NCT07099053,Amyloid PET Imaging in the Baltimore Longitudinal Study of Aging,Amyloid PET Imaging in the Baltimore Longitudinal Study of Aging (BLSA),RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,400,National Institute on Aging (NIA),,Aging,United States,True,1,1,False,True,2025-08-01,2026-07-27,2026-07-30,2029-12-12,2029-12-12,Amyloid accumulation,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07117162,https://clinicaltrials.gov/study/NCT07117162,Improving Access to Care for Veterans With Memory Loss,Increasing Access to Care: An Advanced Virtual Care Delivery Protocol to Deliver Diagnostic and Therapeutic Services to Underserved Veterans With ADRD,RECRUITING,INTERVENTIONAL,NA,HEALTH_SERVICES_RESEARCH,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,30,VA Pittsburgh Healthcare System,ADRD Care Delivery Protocol,Alzheimer Disease,United States,True,1,1,False,True,2025-08-12,2026-07-17,2025-10-29,2027-06,2027-06,Time to Eligibility Determination; Time to Initial Infusion,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07142954,https://clinicaltrials.gov/study/NCT07142954,Epidemiology and Biomarker Study in Alzheimer's Disease,"A Longitudinal, Prospective Epidemiology Study in Alzheimer's Disease: Assessing Neurocognitive and Biomarker Changes and Health Outcomes in Individuals at Risk for Symptoms of Alzheimer's Disease (ANCHOR-AD)",RECRUITING,INTERVENTIONAL,PHASE3,OTHER,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,3400,Eli Lilly and Company,P-tau217 Test,Alzheimer Disease,Japan; United States,True,2,4,True,True,2025-08-27,2026-07-07,2025-08-25,2033-07,2033-07,Time to Cognitive Worsening Within Cohorts as Measured by Cognitive Composite or Any of the Individual Composite Components,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07158905,https://clinicaltrials.gov/study/NCT07158905,AV-1980R (Tau Vaccine) in Preclinical Alzheimer's Disease (TAURUS-1980),"A Phase I, Randomized, Double-Blind Study to Evaluate the Safety and Tolerability of AV-1980R in Participants With Preclinical Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1,PREVENTION,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,48,Institute for Molecular Medicine,AV-1980R 20 µg; AV-1980R 60 µg; AV-1980R 180 µg; Placebo,Alzheimer Disease; Preclinical Alzheimer's Disease,United States,True,1,5,False,True,2025-09-08,2026-07-22,2026-06-23,2029-06-15,2029-10-15,Incidence of Treatment-Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07167966,https://clinicaltrials.gov/study/NCT07167966,Alzheimer's Tau Platform: Regimen A - AADvac1,Alzheimer's Tau Platform (ATP): Regimen Specific Appendix for AADvac1,ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE2,TREATMENT,Tau-targeting approaches,Preclinical or elevated-risk,450,Paul S. Aisen,AADvac1; Donanemab,Preclinical Alzheimer's Disease; Prodromal Alzheimer's Disease; Alzheimer Disease,United States,True,1,1,False,True,2025-09-11,2026-07-09,2026-11-03,2028-08-31,2028-08-31,Reduction of brain tau deposition as measured by tau positron emission tomography (PET),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07169578,https://clinicaltrials.gov/study/NCT07169578,A Study of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Study of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease (MCI to Mild Dementia Due to AD)",RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,800,Hoffmann-La Roche,Trontinemab; Placebo,Alzheimers Disease,Argentina; Brazil; Canada; China; France; Germany; Italy; Japan; Poland; Spain; Taiwan; United Kingdom; United States,True,13,143,True,True,2025-09-12,2026-07-02,2025-09-17,2028-06-07,2028-06-07,"Change from baseline to Week 72 in Clinical Dementia Rating, Sum of Boxes (CDR-SB)","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07169630,https://clinicaltrials.gov/study/NCT07169630,PET Imaging of Phosphodiesterase-4 (PDE4) in Volunteers With Alzheimer Disease (AD) or Mild Cognitive Impairment (MCI),PET Imaging of Phosphodiesterase-4 (PDE4) in Volunteers With Alzheimer s Disease (AD) or Mild Cognitive Impairment (MCI),RECRUITING,INTERVENTIONAL,PHASE1,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Care partners or care systems,90,National Institute of Mental Health (NIMH),18F-PF974; 18F-florbetaben,Alzheimer s Disease; Mild Cognitive Impairment; Healthy,United States,True,1,1,False,True,2025-09-12,2026-07-27,2026-07-30,2029-04-11,2030-04-11,To determine whether PDE4B radioligand binding is increased in medial temporal lobe of participants with AD or MCI (both A <= positive) compared to age-and sex matched HVs (who are A <= negative.,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07170150,https://clinicaltrials.gov/study/NCT07170150,A Clinical Trial of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Efficacy and Safety Study of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease (MCI to Mild Dementia Due to AD)",RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,800,Hoffmann-La Roche,Trontinemab; Placebo,Alzheimers Disease,Argentina; Australia; Brazil; Canada; Denmark; France; Germany; Italy; Japan; Netherlands; Poland; South Korea; Spain; Switzerland; United Kingdom; United States,True,16,150,True,True,2025-09-12,2026-07-07,2025-11-12,2028-06-07,2028-06-07,"Change from baseline to Week 72 in Clinical Dementia Rating, Sum of Boxes (CDR-SB)","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07177352,https://clinicaltrials.gov/study/NCT07177352,Screening Study to Determine Individuals With Potential Trial Eligibility for Alzheimer's Disease Studies,Master Screening Study to Determine Individuals With Potential Trial Eligibility for Alzheimer's Disease Studies as Assessed by Biomarker Status and Cognition,RECRUITING,INTERVENTIONAL,PHASE3,SCREENING,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,80000,Hoffmann-La Roche,No Intervention,Alzheimers Disease,Argentina; Australia; Brazil; Canada; China; Denmark; Italy; Japan; Poland; Puerto Rico; South Korea; Spain; Taiwan; United States,True,14,211,True,True,2025-09-17,2026-07-24,2025-07-02,2035-07-31,2035-07-31,Concentration of pTau217 in Blood on Day1; Cognitive score in ISLT on Day 1,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07182357,https://clinicaltrials.gov/study/NCT07182357,Designing Care Management for Hospice Transitions for Persons Living With Advanced Dementia,ENGAGE-D: Designing Care Management for Hospice Transitions for Persons Living With Advanced Dementia,RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,96,New York University,Dementia Care Management Checklist for Hospice Transitions,Alzheimer Disease and Related Dementias,United States,True,1,1,False,True,2025-09-19,2026-07-08,2026-05-13,2027-12-31,2028-07-31,Feasibility of the Dementia Care Management Hospice Transitions Checklist,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07191028,https://clinicaltrials.gov/study/NCT07191028,Alzheimer's Disease THErapy With NEuroaid II,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Parellel-group Study to Assess the Efficacy and Safety of MLC901 (NeuroAiD™II) in Subjects With Mild to Moderate Alzheimer's Disease (AD).",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,350,Moleac Pte Ltd.,MLC 901; Placebo,Alzheimer's Disease Dementia,Singapore,False,1,1,False,True,2025-09-24,2026-06-12,2026-08,2029-02,2029-05,Alzheimer's Disease Assessment Scale-Cognitive Subscale11 (ADAS-Cog11),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07213284,https://clinicaltrials.gov/study/NCT07213284,Michigan Healthy Mom (MI-MOM) Pregnancy Improvement Web Application Trial,Site Randomized Trial to Evaluate Behavioral Intervention Via Web-Based Application (MI MOM- Michigan Healthy Moms Application) to Improve Pregnancy Outcomes,RECRUITING,INTERVENTIONAL,NA,PREVENTION,Other interventional treatment research,Mixed or not specified,500,Michigan State University,MI MOM App,"Pregnancy; Pregnancy, Complications; Pregnancy Outcomes",United States,True,1,8,False,True,2025-10-08,2026-07-24,2026-07-15,2030-12-31,2031-12-31,"Total pregnancy-associated morbidity through one year postpartum; Pregnancy-Associated Mortality through one year postpartum; Composite Index, total number of maternal morbidity and mortality risk factors","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07213700,https://clinicaltrials.gov/study/NCT07213700,InRAD Observational Study,The International Registry for Alzheimer's Disease and Other Dementias (InRAD): An International Registry Observational Study Dedicated to Evaluating Outcomes Data in Alzheimer's Disease,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Subjective cognitive concerns,50000,Stichting International Registry for Alzheimer's Disease and other Dementias Foundation,"None, this is a non-interventional observational study",Alzheimer's Disease(AD); Mild Cognitive Impairment (MCI); Subjective Cognitive Decline (SCD); Non-Alzheimer Degenerative Dementia,Austria; Belgium; Brazil; Greece; Italy; Spain,False,6,7,True,True,2025-10-09,2026-07-10,2026-03-30,2036-01,2036-01,Changes in Alzheimer's Disease Clinical Staging over time,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07214727,https://clinicaltrials.gov/study/NCT07214727,A Study to Evaluate ALN-5288 in Patients With Alzheimer's Disease,"A Phase 1, Randomized, Placebo-controlled Study With a Double Blind Period With Open-label Extension Period to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ALN-5288 in Adult Patients With Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,50,Alnylam Pharmaceuticals,ALN-5288; Placebo,Alzheimer's Disease,Canada; Netherlands; Spain; United Kingdom,False,4,13,True,True,2025-10-09,2026-07-23,2025-10-15,2030-03-06,2030-03-06,Frequency of Adverse Events (AEs); Severity of AEs,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07221344,https://clinicaltrials.gov/study/NCT07221344,Study of ARO-MAPT-SC in Healthy Participants and Participants With Early Alzheimer's Disease,"A Phase 1/2a Placebo-Controlled Dose-Escalating Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ARO-MAPT-SC in Healthy Subjects and Subjects With Early Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,Other interventional treatment research,Care partners or care systems,112,Arrowhead Pharmaceuticals,ARO-MAPT-SC; Placebo,"Alzheimer Disease; Alzheimer Disease, Early Onset",Canada; New Zealand,False,2,3,True,True,2025-10-27,2026-06-23,2025-11-18,2027-06,2027-06,Number of Participants with Treatment-Emergent Adverse Events (TEAEs) Over Time,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07222449,https://clinicaltrials.gov/study/NCT07222449,"Wearables-and Blood-based Biomarkers-incorporated Modernisation of Circadian Rhythm Disruption Management in People Living With Alzheimer's Dementia: A Stepwise Study From Digital Inclusivity, Digital Therapy, to Digital Phenotyping and Biomarker Exploration","Wearables-and Blood-based Biomarkers-incorporated Modernisation of Circadian Rhythm Disruption Management in People Living With Alzheimer's Dementia: A Stepwise Study From Digital Inclusivity, Digital Therapy, to Digital Phenotyping and Biomarker Exploration",ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,162,China Medical University Hospital,Photobiomodulation; Sham (No Treatment),Alzheimer Disease,Taiwan,False,1,1,False,True,2025-10-29,2026-06-18,2026-05-11,2027-09-30,2029-07-31,Sleep,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07222930,https://clinicaltrials.gov/study/NCT07222930,Learning Amyloid and Tau Results,Reactions to Learning Amyloid and Tau Results in Adults at Risk for Alzheimer's Dementia,ENROLLING_BY_INVITATION,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,240,"University of Wisconsin, Madison","Disclose amyloid, tau results; Follow-up Assessments",Alzheimer Disease,United States,True,1,1,False,True,2025-10-30,2026-06-24,2026-02-17,2029-06,2029-06,"Impact of Neuroimaging in Alzheimer's Disease (INI-AD) Score; Stigma Impact Scale (SIS) Score; Control, Autonomy, Self-Realization, and Pleasure (CASP-12)","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07234942,https://clinicaltrials.gov/study/NCT07234942,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of RO7812653 in Participants With Early Symptomatic Alzheimer's Disease (eAD)","A Phase I, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Single Ascending Dose Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of RO7812653 Following Intrathecal Administration in Participants With Early Symptomatic Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,50,Hoffmann-La Roche,RO7812653; Placebo,Alzheimer's Disease,Canada; Netherlands; Spain; Sweden; United Kingdom,False,5,10,True,True,2025-11-19,2026-06-30,2026-01-27,2028-04-19,2030-03-05,Percentage of Participants with Adverse Events; Change From Baseline in Columbia-Suicide Severity Rating Scale (C-SSRS) Scores,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07250113,https://clinicaltrials.gov/study/NCT07250113,WeCareToFeedDysphagia to Reduce Care-partner Burden Full-scale RCT,WeCareToFeedDysphagia to Reduce Care-partner Burden Full-scale RCT,ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,802,Northwell Health,WeCareToFeedDysphagia web tool,Caregiver Burden; Alzheimer's Disease; Dementia; Oropharyngeal Dysphagia; Older Adults,United States,True,1,1,False,True,2025-11-26,2026-07-09,2026-02-17,2028-04,2028-04,Mean Care Partner Burden at 3 Months Post Hospital Discharge,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07252440,https://clinicaltrials.gov/study/NCT07252440,A Study to Evaluate the Efficacy and Safety of TTYP01 Tablets in Early Symptomatic Alzheimer's Disease,"A Prospective, International, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Study to Evaluate the Efficacy and Safety of TTYP01 Tablets in Early Symptomatic Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,Other interventional treatment research,MCI or prodromal Alzheimer’s,180,"Shanghai Auzone Biological Technology Co., Ltd.",TTYP01 tables 60mg; TTYP01 tables 90mg; TTYP01 tables 0mg,AD; Early Alzheimer's Disease,China,False,1,1,False,True,2025-11-26,2026-07-16,2025-12-19,2028-10-23,2028-11-23,"Change from baseline in the Clinical Dementia Rating Scale-Sum of Boxes (CDR-SB) score at Week 78.; Number of participants with Adverse events, serious adverse events, adverse events of special interest","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07260253,https://clinicaltrials.gov/study/NCT07260253,Remotely-supervised Neuromodulation in PPA,Investigating the Benefits of Remotely-Supervised Neuromodulation In Primary Progressive Aphasia,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,80,Maya Henry,Lexical Retrieval Cascade Treatment; Remotely Supervised Transcranial Direct Current Stimulation- Active; Remotely Supervised Transcranial Direct Current Stimulation - Sham,Primary Progressive Aphasia(PPA); Progressive Aphasia; Progressive Aphasia in Alzheimer's Disease; Logopenic Progressive Aphasia (LPA); Logopenic Variant Primary Progressive Aphasia; Logopenic Variant of Primary Progressive Aphasia (LPA),United States,True,1,2,False,True,2025-12-03,2026-06-29,2026-04-15,2029-05,2029-08,Change in spoken naming,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07278492,https://clinicaltrials.gov/study/NCT07278492,NAD Augmentation to Prevent or Reverse Alzheimer's Disease in People With Down Syndrome,Nicotinamide Adenine Dinucleotide Augmentation to Prevent or Reverse the Progression of Alzheimer's Disease in People With Down Syndrome,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,PREVENTION,"Care, behavior, and quality of life",Care partners or care systems,24,Brigham and Women's Hospital,MIB-626; Placebo,Down Syndrome (DS),United States,True,1,2,False,True,2025-12-12,2026-07-22,2026-08-07,2028-02-29,2028-05-31,Treatment emergent adverse events; Treatment emergent serious adverse events,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07279103,https://clinicaltrials.gov/study/NCT07279103,Multisensory Environment-Based Occupational Therapy for Alzheimer's Patients,"The Effect of Multisensory Environment-Based Occupational Therapy Intervention on Sensory Processing, Cognitive, Behavioral Symptoms and Caregiver Burden in Alzheimer's Patients: A Randomized Controlled Study",ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,24,Hacettepe University,Multisensory Environment-Based Occupational Therapy; Occupational therapy,Alzheimer s Disease; Occupational Therapy; Rehabilitation; Caregiver Burnout; Behavioral and Psychiatric Symptoms of Dementia; Sensory Processing Disorder; Cognitive,Turkey (Türkiye),False,1,1,False,True,2025-12-12,2026-06-29,2025-05-10,2025-06-01,2026-06-30,Cognitive Status; Sensory Processing; Behavioral and Psycological symptoms,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07309107,https://clinicaltrials.gov/study/NCT07309107,Deep Learning on Amyloid Positons Emission Tomography,"Impact of Deep Learning-Based Noise Reduction Algorithm on Visual Analysis and Centiloid Quantification in Reduced-Dose and, or Time Acquisition Amyloid PET Imaging",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,40,"Central Hospital, Nancy, France",,Alzheimer Disease,France,False,1,3,False,True,2025-12-30,2026-06-25,2026-05-06,2026-11-20,2027-01-30,Evaluate the impact of a deep-learning noise reduction algorithm on visual analysis and centiloid quantification when simulating reduced injected doses of 18F-flutemetamol.,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07328451,https://clinicaltrials.gov/study/NCT07328451,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DNL628 in Participants With Early Alzheimer's Disease","A Phase 1b, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DNL628 in Participants With Early Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,68,Denali Therapeutics Inc.,DNL628; Placebo,"Alzheimer Disease, Early Onset",Netherlands; United Kingdom,False,2,4,True,True,2026-01-09,2026-07-01,2026-01-30,2027-02,2027-02,Incidence and severity of treatment-emergent adverse events (TEAEs) throughout the double-blind period,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07347574,https://clinicaltrials.gov/study/NCT07347574,NeuroCare Community Project: A Community Based Prospective Observational Study for Early Alzheimer's Detection in HK,NeuroCare Community Project: A Community Based Prospective Observational Study for Early Alzheimer's Detection in Hong Kong,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,2500,Hong Kong University of Science and Technology,Observational,AD - Alzheimer's Disease; Mild Cognitive Impairment; Normal Cognition; Dementia,China,False,1,1,False,True,2026-01-16,2026-07-08,2026-03-23,2030-12-30,2030-12-30,Blood biomarker (baseline); Follow up blood biomarker,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07367815,https://clinicaltrials.gov/study/NCT07367815,Allogeneic Adipose Tissue Derived-stem Cells in Alzheimer Disease,Allogeneic Intraveinous Injection of Adipose Tissue Derived-mesenchymal Stem Cells in Mild to Moderate Alzheimer Disease: a Phase I/II Trial,RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",Care partners or care systems,9,"University Hospital, Toulouse",CellREADY® drug product IV dose of 50 millions; CellREADY® drug product IV dose of 100 millions; cerebral RMI; PET scan,Alzheimer Disease,France,False,1,1,False,True,2026-01-26,2026-06-23,2026-05-07,2029-05-01,2029-05-01,number of participants in each group with a clinically significant serious or non-serious AE related to treatment,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07383311,https://clinicaltrials.gov/study/NCT07383311,Autophagy-Enhancers to Reduce Sleep Disturbances,Autophagy-Enhancers to Reduce Sleep Disturbances: A Combined Approach,RECRUITING,INTERVENTIONAL,NA,BASIC_SCIENCE,"Care, behavior, and quality of life",Preclinical or elevated-risk,76,University Medicine Greifswald,Spermidine Supplementation; Dietary Placebo,Mild Cognitive Impairment Due to Alzheimer's Disease; Subjective Cognitive Decline (SCD),Germany,False,1,1,False,True,2026-02-03,2026-07-02,2025-10-28,2028-12,2029-05,Effects of spermidine supplementation on sleep quality as measured by electroencephalography (EEG) mean power spectra; Effects of spermidine supplementation on sleep quality as measured by sleep spindle count assessed from EEG; Effects of spermidine supplementation on sleep quality as measured by sleep spindle power assessed from EEG,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07386808,https://clinicaltrials.gov/study/NCT07386808,Improvement of Sleep Disorders in Patients With Alzheimer's Disease After Sunlight Exposure Therapy.,An Analysis of the Improvement of Sleep Disorders in Patients With Alzheimer's Disease After Sunlight Exposure Therapy.,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,60,National Taiwan University Hospital,sunlight therapy,"Alzheimer's Disease (AD); Sleep Disorders, Circadian Rhythm",Taiwan,False,1,1,False,True,2026-02-04,2026-07-17,2026-05-13,2026-10-31,2026-12-31,"Pittsburgh Sleep Quality Index, PSQI","Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07413744,https://clinicaltrials.gov/study/NCT07413744,The Gut - PRO Study,Probiotic Supplementation Safety and Feasibility Study in Preclinical Alzheimer's Disease,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,40,"University of Wisconsin, Madison",Probiotic; Placebo,Alzheimer Disease,United States,True,1,1,False,True,2026-02-17,2026-07-02,2026-08,2029-03,2029-03,Safety: Proportion of participants with an adverse event (AE) occurring during any point of the study; Safety: Proportion of participants with a severe adverse event (SAE) occurring during any point of the study; Feasibility: Number of weeks or months needed to meet study group numbers,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07424443,https://clinicaltrials.gov/study/NCT07424443,Pilot Study of a Brain Health Program in Senior Centers,Prevention Starts Here: Piloting My Healthy Brain in Massachusetts Councils on Aging,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,PREVENTION,Lifestyle and multidomain,Subjective cognitive concerns,60,Massachusetts General Hospital,My Healthy Brain,Memory Loss (Excluding Dementia); Lifestyle (Sedentary Behavior and Physical Activity); Lifestyle Risk Reduction; Healthy Lifestyle Behaviors; Dementia Prevention,United States,True,1,1,False,True,2026-02-20,2026-06-15,2026-01-06,2026-08-01,2026-08-01,Rates of Treatment Completion; Client Satisfaction Questionnaire,"Last public update posted after June 10, 2026; historical status not reconstructed"
